# colorscheme starrynightcolors
# created 2015-12-29T19:53:22
0.0863508	0.145602	0.203418
0.179449	0.285129	0.326534
0.260705	0.406664	0.445423
0.406613	0.556979	0.562914
0.575819	0.695886	0.635552
0.74555	0.811361	0.650903
0.866077	0.862389	0.597576
0.942459	0.855345	0.495749
0.957885	0.809857	0.369177
